cases_mean,cases_q05,cases_q95,risk_mean,risk_q05,risk_q95,threshold_cases,bayesian_risk
0.06459933514147997,0.033118266612291336,0.1109544113278389,0.059200287599116566,0.03179849684238434,0.09741222858428955,1.0,0.059200287599116566
0.0541554858982563,0.027812989428639412,0.0904727354645729,0.05032035141438246,0.026875870302319527,0.08137594908475876,1.0,0.05032035141438246
0.043551900669932364,0.022355323657393456,0.07335995882749557,0.04100315465964377,0.02174936980009079,0.06727118790149689,1.0,0.04100315465964377
0.03637280847504735,0.018816910684108734,0.06288962811231613,0.034565406264737246,0.018380777910351753,0.05830753594636917,1.0,0.034565406264737246
0.041401511147618295,0.02070009708404541,0.07592658698558807,0.039073345562443136,0.020176410675048828,0.06933116912841797,1.0,0.039073345562443136
0.03948915039934218,0.01917242631316185,0.06967150419950485,0.037360632710158825,0.018722722306847572,0.06408899277448654,1.0,0.037360632710158825
0.0336864702552557,0.016093267127871513,0.05915996432304382,0.032109224282205105,0.015774153172969818,0.05506354197859764,1.0,0.032109224282205105
0.029627553882077336,0.014515051618218422,0.051428887993097305,0.028414019589312375,0.014254044741392136,0.048337265849113464,1.0,0.028414019589312375
0.032168713506311175,0.014959577471017838,0.054770998656749725,0.030744926523417235,0.014684465713799,0.05125940218567848,1.0,0.030744926523417235
0.03132710658200085,0.015049702487885952,0.05308215692639351,0.029978166788816454,0.014767322689294815,0.04975361004471779,1.0,0.029978166788816454
0.03030036549270153,0.014749736525118351,0.05344849079847336,0.029022582303732634,0.014481882564723492,0.050088368356227875,1.0,0.029022582303732634
0.02880101046152413,0.014076374471187592,0.050730396062135696,0.02765527717396617,0.013831622898578644,0.04772523045539856,1.0,0.02765527717396617
0.028831967148929834,0.013864206150174141,0.05096367746591568,0.027677220113575457,0.01362711749970913,0.047901514917612076,1.0,0.027677220113575457
0.03067456677928567,0.014962151646614075,0.055196233093738556,0.02937858634442091,0.01468582358211279,0.05161450058221817,1.0,0.02937858634442091
0.02986796559020877,0.015471654012799263,0.05247466638684273,0.028641194771975277,0.015175656415522099,0.049231503158807755,1.0,0.028641194771975277
0.02684345689788461,0.013279679231345654,0.04547354578971863,0.02585368308611214,0.013061843812465668,0.0430239737033844,1.0,0.02585368308611214
0.024271909944713115,0.012427675537765026,0.04169958084821701,0.023463006477802993,0.012235951609909534,0.039613306522369385,1.0,0.023463006477802993
0.024051365252118557,0.011556406505405903,0.041164904832839966,0.02324787069950253,0.01139042992144823,0.039147887378931046,1.0,0.02324787069950253
0.022830931751057507,0.011614696122705936,0.03952068090438843,0.022107378929853438,0.011447426863014698,0.03766864538192749,1.0,0.022107378929853438
0.022464418924413622,0.01108959037810564,0.03861481323838234,0.02176203772611916,0.010935992933809757,0.03682544827461243,1.0,0.02176203772611916
0.021321342191658915,0.010142730548977852,0.03868681192398071,0.020671308506280184,0.010014756582677364,0.03688395023345947,1.0,0.020671308506280184
0.02138068014755845,0.009760059416294098,0.039130985736846924,0.02073114784155041,0.00964110717177391,0.0373133160173893,1.0,0.02073114784155041
0.018270218009129167,0.008743454702198505,0.03257407248020172,0.017793599107768388,0.0086477380245924,0.031297292560338974,1.0,0.017793599107768388
0.016952663188334556,0.007861378602683544,0.03126253932714462,0.016534746477846057,0.007784901652485132,0.030084766447544098,1.0,0.016534746477846057
0.015817963793408125,0.00691257556900382,0.02954341098666191,0.015455132341943682,0.00685377512127161,0.028495870530605316,1.0,0.015455132341943682
0.017381924253888428,0.007274451665580273,0.033363550901412964,0.016932064150460065,0.007208637427538633,0.03203148767352104,1.0,0.016932064150460065
0.012355552666354925,0.005074150860309601,0.023944705724716187,0.012124232696834951,0.005042029544711113,0.023247623816132545,1.0,0.012124232696834951
0.012401315480936318,0.004915926139801741,0.024376876652240753,0.012168995102634653,0.004885808099061251,0.023651154711842537,1.0,0.012168995102634653
0.012233229499775917,0.004621893633157015,0.024147652089595795,0.012004010321805253,0.004595316015183926,0.023434191942214966,1.0,0.012004010321805253
0.012544936968479305,0.0046474081464111805,0.02501947432756424,0.012302433376666158,0.004620424006134272,0.024260124191641808,1.0,0.012302433376666158
0.009094290840439499,0.003545437939465046,0.017883267253637314,0.008966339129488915,0.003529753303155303,0.01748782768845558,1.0,0.008966339129488915
0.009803764992393554,0.00396936759352684,0.01947290077805519,0.009656614569947123,0.003949555102735758,0.019007643684744835,1.0,0.009656614569947123
0.010475878092460334,0.004331368952989578,0.020983343943953514,0.010306825184263289,0.004307868424803019,0.020444050431251526,1.0,0.010306825184263289
0.011458920373115689,0.005030092317610979,0.021643364802002907,0.011260672338772565,0.004998494870960712,0.021071868017315865,1.0,0.011260672338772565
0.012472789579071105,0.0054460568353533745,0.02400628663599491,0.012242664605379105,0.0054092505015432835,0.02330351434648037,1.0,0.012242664605379105
0.011020654420368373,0.004805277101695538,0.02101808600127697,0.010839859059080482,0.00477647827938199,0.02047830820083618,1.0,0.010839859059080482
0.012416351149324328,0.005546321626752615,0.022552916780114174,0.012190948695875704,0.005507863126695156,0.021931050345301628,1.0,0.012190948695875704
0.01307647589733824,0.00559164397418499,0.0238370168954134,0.012825409521348774,0.005553178023546934,0.023137137293815613,1.0,0.012825409521348774
0.014877950836904347,0.0066486927680671215,0.02848632261157036,0.014550553997047246,0.006593572907149792,0.027505066245794296,1.0,0.014550553997047246
0.017030712695792316,0.007902787066996098,0.030648112297058105,0.016605583231896162,0.007825177162885666,0.029515502974390984,1.0,0.016605583231896162
0.019516262794844808,0.0095446752384305,0.03478226438164711,0.01897809007205069,0.009432137943804264,0.03332691267132759,1.0,0.01897809007205069
0.02098092782497406,0.010088201612234116,0.03901957347989082,0.02034996431786567,0.009960751049220562,0.037190038710832596,1.0,0.02034996431786567
0.023501063264906405,0.011272646486759186,0.04228927195072174,0.02272246249951422,0.011115167289972305,0.04016294330358505,1.0,0.02272246249951422
0.0288505309317261,0.014825004152953625,0.04984370246529579,0.027711616918444634,0.01455251406878233,0.0469123013317585,1.0,0.027711616918444634
0.0358708456158638,0.01825598254799843,0.060288477689027786,0.034124083656817676,0.017845982685685158,0.0560540072619915,1.0,0.034124083656817676
0.05148012885265053,0.027550550177693367,0.08642393350601196,0.048012361392378806,0.026640934869647026,0.07802543044090271,1.0,0.048012361392378806
0.06802269216999411,0.03596000000834465,0.11197895556688309,0.06213341977447271,0.03441062569618225,0.0982053205370903,1.0,0.06213341977447271
0.08664892825856804,0.04938291013240814,0.147731751203537,0.0773948210850358,0.04648936539888382,0.12481073290109634,1.0,0.0773948210850358
0.13940395041555168,0.08083833009004593,0.23047538101673126,0.11736614797264337,0.07342522591352463,0.179620623588562,1.0,0.11736614797264337
0.18888097035884857,0.11208458244800568,0.28281834721565247,0.15122783917188645,0.09829329699277878,0.2098928540945053,1.0,0.15122783917188645
0.22716365632414817,0.13387255370616913,0.3502553105354309,0.175032381772995,0.11472807824611664,0.24488720297813416,1.0,0.175032381772995
0.27040627954900265,0.17120032012462616,0.41725993156433105,0.19989769519865513,0.14116865396499634,0.27622801065444946,1.0,0.19989769519865513
0.491242356389761,0.3114674389362335,0.7541663646697998,0.3024329225718975,0.2250281125307083,0.3944818079471588,0.0,0.3024329225718975
0.5306257220506668,0.33737170696258545,0.78230881690979,0.3178788269162178,0.23844361305236816,0.40180474519729614,0.0,0.3178788269162178
0.7432612056732177,0.4809883236885071,1.0781917572021484,0.3864626921713352,0.30360937118530273,0.4727010130882263,0.0,0.3864626921713352
0.9717973682880402,0.6261564493179321,1.4108368158340454,0.4429923501014709,0.3563273847103119,0.5299860239028931,0.0,0.4429923501014709
1.182835508465767,0.7586402893066406,1.7572327852249146,0.4848116608262062,0.3961575925350189,0.5757775902748108,0.0,0.4848116608262062
1.768022251009941,1.1126940250396729,2.5698039531707764,0.5691638056635857,0.47991079092025757,0.649120032787323,0.0,0.5691638056635857
2.2804565036296847,1.5622458457946777,3.2462282180786133,0.6207073175907135,0.5526449084281921,0.6903412342071533,0.0,0.6207073175907135
2.366320867061615,1.5675994157791138,3.423980712890625,0.6267954201102257,0.5524872541427612,0.6998158693313599,0.0,0.6267954201102257
2.2305710561275482,1.4380617141723633,3.280474901199341,0.6155413189530372,0.5346588492393494,0.691214382648468,0.0,0.6155413189530372
2.280970596432686,1.5419718027114868,3.267869234085083,0.6200442280769348,0.5479207038879395,0.6919614672660828,0.0,0.6200442280769348
1.8974450832605363,1.2269184589385986,2.7863283157348633,0.5836074072122573,0.5000497102737427,0.6646386384963989,0.0,0.5836074072122573
1.4904997956752777,0.9590782523155212,2.320394992828369,0.533034895837307,0.4470289349555969,0.6300813555717468,0.0,0.533034895837307
1.3311840258836747,0.8832435011863708,1.9203307628631592,0.5105812737941742,0.42926570773124695,0.5944727063179016,0.0,0.5105812737941742
1.3755631066560745,0.8953584432601929,2.012425184249878,0.5172089540958404,0.43181726336479187,0.6025527715682983,0.0,0.5172089540958404
1.3133591296672822,0.8844600915908813,1.8217049837112427,0.5091513810753823,0.42867881059646606,0.5821622610092163,0.0,0.5091513810753823
1.0857715446949006,0.7122026681900024,1.5843051671981812,0.4670558979511261,0.38312217593193054,0.5542116165161133,0.0,0.4670558979511261
0.8770431638360023,0.5895531177520752,1.228800892829895,0.42193807154893875,0.34437790513038635,0.49919629096984863,0.0,0.42193807154893875
0.6547419631481171,0.43071508407592773,0.9284952878952026,0.36061181712150575,0.28194451332092285,0.43980371952056885,0.0,0.36061181712150575
0.5586866095066071,0.34901925921440125,0.8184313178062439,0.32784613412618635,0.2435765415430069,0.4113091826438904,0.0,0.32784613412618635
0.42891700968146323,0.2608136236667633,0.680375874042511,0.27651364108920096,0.1968521922826767,0.37320148944854736,0.0,0.27651364108920096
0.34477580699324606,0.2086820751428604,0.5319241881370544,0.23826845367252827,0.16593638062477112,0.32271769642829895,0.0,0.23826845367252827
0.27988822312653067,0.16110572218894958,0.425726056098938,0.20492880463600158,0.13416483998298645,0.27988678216934204,0.0,0.20492880463600158
0.19159623570740222,0.1110595241189003,0.303810179233551,0.1526433394551277,0.09758772701025009,0.2218860685825348,0.0,0.1526433394551277
0.15526069669425488,0.08677120506763458,0.2335885763168335,0.1286008035093546,0.07819340378046036,0.18116649985313416,0.0,0.1286008035093546
0.13852116962522268,0.07887445390224457,0.21652676165103912,0.11672769032418728,0.07178176939487457,0.17082981765270233,0.0,0.11672769032418728
0.14304269065707922,0.08194255083799362,0.22545209527015686,0.11992176698893309,0.07429627329111099,0.1763646900653839,0.0,0.11992176698893309
0.10191790793091059,0.0569021999835968,0.1630363017320633,0.08955028458684683,0.05306761711835861,0.13555747270584106,0.0,0.08955028458684683
0.10026411421597003,0.0568062849342823,0.16028226912021637,0.0881651597172022,0.05304977297782898,0.13365884125232697,0.0,0.0881651597172022
0.08658305397629738,0.047269392758607864,0.14533527195453644,0.07740171787887812,0.04461618885397911,0.12308353930711746,0.0,0.07740171787887812
0.07968905860185624,0.04448110610246658,0.13049602508544922,0.0718290915377438,0.04211251810193062,0.11221294105052948,0.0,0.0718290915377438
0.07780659786611796,0.04292982071638107,0.12678976356983185,0.07027470914274454,0.040742915123701096,0.10955669730901718,0.0,0.07027470914274454
0.05549275949224829,0.02990983985364437,0.09311376512050629,0.05152537743188441,0.028828680515289307,0.08343816548585892,0.0,0.05152537743188441
0.05599411305971444,0.030634326860308647,0.09457949548959732,0.05191571893170476,0.029502779245376587,0.08465039730072021,0.0,0.05191571893170476
0.05810394293069839,0.031330958008766174,0.09593602269887924,0.05376507281139493,0.030148811638355255,0.08572591096162796,0.0,0.05376507281139493
0.0606370916813612,0.032961826771497726,0.09833942353725433,0.055954475332051515,0.03165343403816223,0.08755745738744736,0.0,0.055954475332051515
0.06200742130726576,0.03243393450975418,0.10140003263950348,0.057074476804584266,0.031164750456809998,0.08996061235666275,0.0,0.057074476804584266
0.06671999249979854,0.036617934703826904,0.11471306532621384,0.0610369219481945,0.034996796399354935,0.10034780204296112,0.0,0.0610369219481945
0.07518835112079977,0.04036875069141388,0.1218973845243454,0.06810737174749375,0.038420382887125015,0.10580950230360031,0.0,0.06810737174749375
0.0803175753802061,0.04508914425969124,0.1314058005809784,0.07228981782868504,0.042673271149396896,0.11279331147670746,0.0,0.07228981782868504
0.09470811380445956,0.05463649332523346,0.16234177350997925,0.08375881914794445,0.05114305019378662,0.13502898812294006,0.0,0.08375881914794445
0.11935406669229269,0.06961309164762497,0.19126643240451813,0.10271333594620227,0.06401903182268143,0.1545746773481369,0.0,0.10271333594620227
0.14763505243510008,0.08374454081058502,0.23636509478092194,0.12317367477715016,0.07578689604997635,0.18301430344581604,0.0,0.12317367477715016
0.1540418186932802,0.08825194090604782,0.24444086849689484,0.12755377354472874,0.07943326234817505,0.18781892955303192,0.0,0.12755377354472874
0.177396164894104,0.11169122904539108,0.27384886145591736,0.14363886599242687,0.09814631193876266,0.20481163263320923,0.0,0.14363886599242687
0.2040280310511589,0.12468598037958145,0.30532464385032654,0.16084439386427402,0.10798090696334839,0.2217918038368225,0.0,0.16084439386427402
0.19937708215415478,0.12362285703420639,0.29968005418777466,0.15804292187094687,0.10711188614368439,0.21847385168075562,0.0,0.15804292187094687
0.22018170319497585,0.1309695839881897,0.34120646119117737,0.170641985937953,0.11266995966434479,0.24045929312705994,0.0,0.170641985937953
0.23757859888672828,0.14744989573955536,0.36123937368392944,0.1811242446899414,0.12446754425764084,0.2504030764102936,0.0,0.1811242446899414
0.3453548741042614,0.21315474808216095,0.5192815661430359,0.23880320496857166,0.16876812279224396,0.31854766607284546,0.0,0.23880320496857166
0.4718697858154774,0.2865843176841736,0.7101948261260986,0.2946447995603085,0.21139980852603912,0.3823646903038025,0.0,0.2946447995603085
0.7225776054263114,0.44164395332336426,1.0829869508743286,0.37987777426838876,0.287598192691803,0.4737268090248108,0.0,0.37987777426838876
1.3344507775306702,0.8529191017150879,1.9105637073516846,0.5111499760746956,0.42107725143432617,0.5931865572929382,0.0,0.5111499760746956
3.1351466081142427,2.1044976711273193,4.442515850067139,0.6786145038604736,0.6106728911399841,0.7415338754653931,0.0,0.6786145038604736
4.439727838039398,2.8919084072113037,6.147764205932617,0.7349288516044616,0.6700786352157593,0.7859220504760742,0.0,0.7349288516044616
5.912243080615998,3.878603935241699,8.464348793029785,0.774816227555275,0.7198964953422546,0.8228268027305603,0.0,0.774816227555275
8.09562312412262,5.351076602935791,11.158981323242188,0.813833849310875,0.7661356925964355,0.8511506915092468,0.0,0.813833849310875
9.648712131500243,6.392476558685303,13.733262062072754,0.8328152495622635,0.7899501919746399,0.8688415288925171,0.0,0.8328152495622635
14.70316784286499,9.585187911987305,20.846969604492188,0.8712244663238525,0.8364083170890808,0.8987763524055481,0.0,0.8712244663238525
16.96053733444214,11.021716117858887,24.877986907958984,0.8820834795236587,0.8494924306869507,0.9096752405166626,0.0,0.8820834795236587
16.938522783279417,11.589999198913574,23.923696517944336,0.8824372805356979,0.8544463515281677,0.9085546135902405,0.0,0.8824372805356979
19.134530250549318,12.847394943237305,27.189001083374023,0.8910168825387955,0.8638436198234558,0.9157426357269287,0.0,0.8910168825387955
23.11959256362915,15.430809020996094,33.98862838745117,0.9034370702505111,0.877447783946991,0.9276699423789978,0.0,0.9034370702505111
22.438944831848143,15.384531021118164,31.858985900878906,0.9015994031429291,0.8772553205490112,0.9242042303085327,0.0,0.9015994031429291
22.186170715332032,14.898032188415527,31.99677276611328,0.9010367745161056,0.8762223720550537,0.9242222905158997,0.0,0.9010367745161056
17.976918985366822,12.107913970947266,24.760709762573242,0.88695732152462,0.8586553931236267,0.9105431437492371,0.0,0.88695732152462
15.995725816726685,10.739100456237793,22.181032180786133,0.8781989961862564,0.8468304872512817,0.9039490222930908,0.0,0.8781989961862564
14.27437659072876,9.449281692504883,20.61989402770996,0.8686940264701843,0.8354827761650085,0.8990251421928406,0.0,0.8686940264701843
11.36690611076355,7.768583297729492,16.533903121948242,0.8489622859954834,0.8130832314491272,0.8833202719688416,0.0,0.8489622859954834
8.200204969406128,5.315898418426514,11.650274276733398,0.815014690041542,0.7669747471809387,0.8552576303482056,0.0,0.815014690041542
7.206693022727967,4.728132247924805,10.215768814086914,0.8001547124385834,0.7496341466903687,0.842434287071228,0.0,0.8001547124385834
5.590906279087067,3.7183315753936768,8.326482772827148,0.7676117599010468,0.7131445407867432,0.8212413191795349,0.0,0.7676117599010468
4.330298315525055,2.8751566410064697,6.281420707702637,0.7307180720567703,0.6699302792549133,0.7889540791511536,0.0,0.7307180720567703
